[2024-09-23 14:45:15] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-09-23 14:45:15] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-09-23 14:45:15] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-09-23 14:45:18] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-09-23 14:45:18] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-09-23 14:45:18] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-09-23 14:45:20] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715\
[2024-09-23 14:45:20] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/portfolio/
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:27] [class-ss-page.php:119] Checking Content Identical:4bc43313c542b3569b0303684c6b183252378d7e===. Value: FALSE
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.min.css
[2024-09-23 14:45:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 597
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f076db7b-gVZZBP.tmp
[2024-09-23 14:45:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.min.css?simply_static_page=1872
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.min.css?simply_static_page=1872
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:103] Filesize: 564 bytes
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.min.css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f076db7b-gVZZBP.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.min.css
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:27] [class-ss-page.php:119] Checking Content Identical:50cd92878ba8d354513ec7b62b54d5b63f91a1f8===. Value: FALSE
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.css
[2024-09-23 14:45:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 597
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f0776595-Gu8SbP.tmp
[2024-09-23 14:45:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.css?simply_static_page=1873
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.css?simply_static_page=1873
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:103] Filesize: 637 bytes
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f0776595-Gu8SbP.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.css
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:27] [class-ss-page.php:119] Checking Content Identical:21597536c64c5b44930d250b139284a6a78ee1d5===. Value: FALSE
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.min.css
[2024-09-23 14:45:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 597
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f077f108-I8ix4N.tmp
[2024-09-23 14:45:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.min.css?simply_static_page=1874
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.min.css?simply_static_page=1874
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:103] Filesize: 550 bytes
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.min.css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f077f108-I8ix4N.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.min.css
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:27] [class-ss-page.php:119] Checking Content Identical:20dafa790f0dcf626da53e8e11470f7bb6838d77===. Value: FALSE
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.css
[2024-09-23 14:45:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 597
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f07875e1-xsSnu8.tmp
[2024-09-23 14:45:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.css?simply_static_page=1875
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.css?simply_static_page=1875
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:103] Filesize: 602 bytes
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f07875e1-xsSnu8.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.css
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:27] [class-ss-page.php:119] Checking Content Identical:3c6aecbbb89c541846218262e973f52e4ecb9a00===. Value: FALSE
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.min.css
[2024-09-23 14:45:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 597
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f078f542-WDkROL.tmp
[2024-09-23 14:45:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.min.css?simply_static_page=1876
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.min.css?simply_static_page=1876
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:103] Filesize: 514 bytes
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.min.css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f078f542-WDkROL.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.min.css
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:27] [class-ss-page.php:119] Checking Content Identical:a5332723b68b96becf77e69c6974b05e10f91582===. Value: FALSE
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.css
[2024-09-23 14:45:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 597
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f0797363-MFXwKu.tmp
[2024-09-23 14:45:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.css?simply_static_page=1877
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.css?simply_static_page=1877
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:103] Filesize: 592 bytes
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f0797363-MFXwKu.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.css
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:27] [class-ss-page.php:119] Checking Content Identical:385e849b5f25dcbef7819d33432a5b9f9324cd49===. Value: FALSE
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.min.css
[2024-09-23 14:45:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 597
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f079f150-pKBMFb.tmp
[2024-09-23 14:45:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.min.css?simply_static_page=1878
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.min.css?simply_static_page=1878
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:103] Filesize: 511 bytes
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.min.css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f079f150-pKBMFb.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.min.css
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:27] [class-ss-page.php:119] Checking Content Identical:8261305380242366e1631903d950f046bf8b3c34===. Value: FALSE
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.css
[2024-09-23 14:45:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 597
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f07a7508-XHkhQs.tmp
[2024-09-23 14:45:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.css?simply_static_page=1879
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.css?simply_static_page=1879
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:103] Filesize: 107 bytes
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f07a7508-XHkhQs.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.css
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:27] [class-ss-page.php:119] Checking Content Identical:adb8924cc1bbba85777bd54c1338188624b7c911===. Value: FALSE
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css
[2024-09-23 14:45:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 597
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f07af1ee-TfWDhi.tmp
[2024-09-23 14:45:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?simply_static_page=1880
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?simply_static_page=1880
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:103] Filesize: 77 bytes
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f07af1ee-TfWDhi.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:27] [class-ss-page.php:119] Checking Content Identical:6a547c9bbab84d6cdba37f24c9926065ef76abc3===. Value: FALSE
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.css
[2024-09-23 14:45:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 597
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f07b7574-KUcQqF.tmp
[2024-09-23 14:45:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.css?simply_static_page=1881
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.css?simply_static_page=1881
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:103] Filesize: 177 bytes
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f07b7574-KUcQqF.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.css
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:27] [class-ss-page.php:119] Checking Content Identical:3ad8ad837c44d40b269702568d4e059852894172===. Value: FALSE
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css
[2024-09-23 14:45:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 597
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f07bf9a9-zORUCt.tmp
[2024-09-23 14:45:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css?simply_static_page=1882
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css?simply_static_page=1882
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:103] Filesize: 137 bytes
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f07bf9a9-zORUCt.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:27] [class-ss-page.php:119] Checking Content Identical:a01463905eaec1255620662679dfe847a44b2f74===. Value: FALSE
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.css
[2024-09-23 14:45:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 597
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f07c7d6e-J5U6gf.tmp
[2024-09-23 14:45:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.css?simply_static_page=1883
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.css?simply_static_page=1883
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:103] Filesize: 177 bytes
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f07c7d6e-J5U6gf.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.css
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:27] [class-ss-page.php:119] Checking Content Identical:6d23f8c3b14b597914666c686111fecc037f492d===. Value: FALSE
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css
[2024-09-23 14:45:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 597
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f07d0023-qGJ7b0.tmp
[2024-09-23 14:45:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?simply_static_page=1884
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?simply_static_page=1884
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:103] Filesize: 137 bytes
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\nitya\AppData\Local\Temp/66f17f07d0023-qGJ7b0.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1727102715/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-23 14:45:27] [class-ss-page.php:119] Checking Content Identical:bfe7febf218c5771d7834502effe8eb739dccffa===. Value: FALSE
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.css
[2024-09-23 14:45:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 597
[2024-09-23 14:45:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-23 14:45:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\nitya\AppData\Local\Temp/66f17f07d8a07-U3nXVi.tmp
